store,websites,attribute_set,type,category_ids,sku,status,is_recurring,visibility,tax_class_id,brands,laptop_processor,product_category_type,name,warrenty,model_no,weights,laptop_remark,weight,description,short_description,imp_desc,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,product_type_id,laptop_warranty_summary,laptop_freebag,laptop_touchscreen,laptop_battery,price,color,mapped_status
admin,base,Laptops,simple,"3,11",SYGNBQB0288,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-INSP N5010 (Core I3 M370 2.40GHz/3GB/500GB 15.6"") H2SY6BS",15 Days Testing Warranty.,INSP N5010,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP N5010 (Core I3 M370 2.40GHz/3GB/500GB 15.6"") H2SY6BS",simple,15 Days Testing Warranty.,No,No,11.1V--56Wh,0.00,Pink,No
admin,base,Laptops,simple,"3,11",SYGNBQB0289,2,No,"Catalog, Search",GST0.36,ASUS,,QCNBK-B,"ASUS-X55U-SX111D (AMD C-70 APU with Radean HD 1.00GHz/2GB/500GB 15.6"") D6N0CX44091226A",15 Days Testing Warranty.,X55U-SX111D,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"ASUS-X55U-SX111D (AMD C-70 APU with Radean HD 1.00GHz/2GB/500GB 15.6"") D6N0CX44091226A",simple,15 Days Testing Warranty.,No,No,10.8V--4400mAh,0.00,Black,No
admin,base,Laptops,simple,"3,11",QCNBB001742,2,No,"Catalog, Search",GST0.36,Sony,Core i3,QCNBK-B,"Sony-PCG-71811W (Core I3 2330M 2.20GHz/2GB/320GB 15.6"") C105Z9F1",15 Days Testing Warranty.,PCG-71811W,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Sony-PCG-71811W (Core I3 2330M 2.20GHz/2GB/320GB 15.6"") C105Z9F1",simple,15 Days Testing Warranty.,No,No,11.1V--4400mAh,0.00,White,No
admin,base,Laptops,simple,"3,11",QCNBB001743,2,No,"Catalog, Search",GST0.36,HP,Core i3,QCNBK-B,"HP-430 (Core I3 2310M 2.10GHz/2GB/500GB 14"") 4CZ119065F",15 Days Testing Warranty.,430,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-430 (Core I3 2310M 2.10GHz/2GB/500GB 14"") 4CZ119065F",simple,15 Days Testing Warranty.,No,No,10.8V--47WH,0.00,Grey,No
admin,base,Laptops,simple,"3,11",QCNBB001744,2,No,"Catalog, Search",GST0.36,Sony,Core i3,QCNBK-B,"Sony-PCG-71211W (Core I3 M380 2.53GHz/2GB/320GB 15.6"") C608ENSQ",15 Days Testing Warranty.,PCG-71211W,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Sony-PCG-71211W (Core I3 M380 2.53GHz/2GB/320GB 15.6"") C608ENSQ",simple,15 Days Testing Warranty.,No,No,11.1V--3500MAH,0.00,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0290,2,No,"Catalog, Search",GST0.36,Dell,,QCNBK-B,"Dell-Insp 1520 (Core 2 Duo 2.00GHz/3GB/160GB 15"") HWG9T1S",15 Days Testing Warranty.,Insp 1520,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp 1520 (Core 2 Duo 2.00GHz/3GB/160GB 15"") HWG9T1S",simple,15 Days Testing Warranty.,No,No,11.1V--4400MAH,0.00,Green,No
admin,base,Laptops,simple,"3,11",SYGNBQB0291,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-INSPIRON N4010 (Core I3 M460 2.53GHz/4GB/500GB 14.1"") 1F5P6BS",15 Days Testing Warranty.,INSPIRON N4010,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSPIRON N4010 (Core I3 M460 2.53GHz/4GB/500GB 14.1"") 1F5P6BS",simple,15 Days Testing Warranty.,No,No,11.1v--48wh,0.00,Red,No
admin,base,Laptops,simple,"3,11",QCNBB001745,2,No,"Catalog, Search",GST0.36,Sony,Core i3,QCNBK-B,"Sony-SVE151G12W (Core I3 2328M 2.20GHz/2GB/320GB 15.6"") C10G6KNH",15 Days Testing Warranty.,SVE151G12W,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Sony-SVE151G12W (Core I3 2328M 2.20GHz/2GB/320GB 15.6"") C10G6KNH",simple,15 Days Testing Warranty.,No,No,10.8V--44WH,0.00,Black,No
admin,base,Laptops,simple,"3,11",QCNBB001746,2,No,"Catalog, Search",GST0.36,HP,Core i3,QCNBK-B,"HP-Pavilion G6 (Core I3 2350M 2.30GHz/4GB/500GB 15.6"") 5CD2066Z3P",15 Days Testing Warranty.,Pavilion G6,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-Pavilion G6 (Core I3 2350M 2.30GHz/4GB/500GB 15.6"") 5CD2066Z3P",simple,15 Days Testing Warranty.,No,No,10.8V--47WH,0.00,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0292,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-INSP 5520 (Core I3 3210M 2.50GHz/4GB/500GB 15.6"") 9HXNVS1",15 Days Testing Warranty.,INSP 5520,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP 5520 (Core I3 3210M 2.50GHz/4GB/500GB 15.6"") 9HXNVS1",simple,15 Days Testing Warranty.,No,No,11.1V--48Wh,0.00,Blue,No
admin,base,Laptops,simple,"3,11",QCNBB001747,2,No,"Catalog, Search",GST0.36,HP,Core i3,QCNBK-B,"HP-630 (Core I3 M380 2.53GHz/4GB/320GB 15.6"") 5CB2090KJQ",15 Days Testing Warranty.,630,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-630 (Core I3 M380 2.53GHz/4GB/320GB 15.6"") 5CB2090KJQ",simple,15 Days Testing Warranty.,No,No,10.8V--4000mAh,0.00,Gold,No
admin,base,Laptops,simple,"3,11",SYGNBQB0293,2,No,"Catalog, Search",GST0.36,Lenovo,Core i5,QCNBK-B,"Lenovo-Thinkpad L420 (Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-4LG9E",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-Thinkpad L420 (Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-4LG9E",simple,15 Days Testing Warranty.,No,No,14.4V--32WH,0.00,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0294,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-INSP N5010 (Core I3 M370 2.40GHz/4GB/500GB 15.6"") 9YD8XM1",15 Days Testing Warranty.,INSP N5010,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP N5010 (Core I3 M370 2.40GHz/4GB/500GB 15.6"") 9YD8XM1",simple,15 Days Testing Warranty.,No,No,11.1V--48Wh,0.00,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0295,2,No,"Catalog, Search",GST0.36,HP,,QCNBK-B,"HP-11n108tu (Core ™ M5Y10C 1.00GHz/4GB/320GB 12.0"") CND4508CMK",15 Days Testing Warranty.,11n108tu,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-11n108tu (Core ™ M5Y10C 1.00GHz/4GB/320GB 12.0"") CND4508CMK",simple,15 Days Testing Warranty.,No,No,In Build ,0.00,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0296,2,No,"Catalog, Search",GST0.36,Dell,Core i5,QCNBK-B,"Dell-Insp 1558 (Core I5 M450 2.40GHz/6GB/500GB 14"") J5Z5DN1",15 Days Testing Warranty.,Insp 1558,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp 1558 (Core I5 M450 2.40GHz/6GB/500GB 14"") J5Z5DN1",simple,15 Days Testing Warranty.,No,No,11.1V--4400MAH,0.00,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0297,2,No,"Catalog, Search",GST0.36,Lenovo,Core i5,QCNBK-B,"Lenovo-Thinkpad L420 (Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-1V6XZ",15 Days Testing Warranty.,Thinkpad L420,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-Thinkpad L420 (Core I5 2520M 2.50GHz/4GB/320GB 14"") LR-1V6XZ",simple,15 Days Testing Warranty.,No,No,14.4V--32WH,0.00,Black,No
admin,base,Laptops,simple,"3,11",QCNBB001748,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Insp 3520 (Core I3 2328M 2.20GHz/4GB/500GB14"") 6ZXVLV1",15 Days Testing Warranty.,Insp 3520,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp 3520 (Core I3 2328M 2.20GHz/4GB/500GB14"") 6ZXVLV1",simple,15 Days Testing Warranty.,No,No,11.1V--48WH,0.00,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0298,2,No,"Catalog, Search",GST0.36,Dell,Core i5,QCNBK-B,"Dell-Insp N5110 (Core I5 2430M 2.40GHz/6GB/500GB 15.6"") 5VRQWQ1",15 Days Testing Warranty.,Insp N5110,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp N5110 (Core I5 2430M 2.40GHz/6GB/500GB 15.6"") 5VRQWQ1",simple,15 Days Testing Warranty.,No,No,11.1V--4000MAH,0.00,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0299,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-INSP N5050 (Core I3 2350M 2.30GHz/4GB/500GB 15.6"") 70MMKR1",15 Days Testing Warranty.,INSP N5050,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSP N5050 (Core I3 2350M 2.30GHz/4GB/500GB 15.6"") 70MMKR1",simple,15 Days Testing Warranty.,No,No,11.1V--56Wh,0.00,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0300,2,No,"Catalog, Search",GST0.36,Dell,Core i5,QCNBK-B,"Dell-Studio 1558 (Core I5 M460 2.53GHz/3GB/500GB 15.6"") HW287BS",15 Days Testing Warranty.,Studio 1558,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Studio 1558 (Core I5 M460 2.53GHz/3GB/500GB 15.6"") HW287BS",simple,15 Days Testing Warranty.,No,No,14.8V-37WH,0.00,Blue,No
admin,base,Laptops,simple,"3,11",QCNBB001749,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Insp 1564 (Core I3 M380 2.13GHz/4GB/320GB 15.6"") 5MFKXL1",15 Days Testing Warranty.,Insp 1564,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp 1564 (Core I3 M380 2.13GHz/4GB/320GB 15.6"") 5MFKXL1",simple,15 Days Testing Warranty.,No,No,11.1V--4400MAh,0.00,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0301,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Vostro 1588 (Core I3 M370 2.40GHz/4GB/500GB 15.6"") 2MF46BS",15 Days Testing Warranty.,Vostro 1588,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Vostro 1588 (Core I3 M370 2.40GHz/4GB/500GB 15.6"") 2MF46BS",simple,15 Days Testing Warranty.,No,No,11.1V--4400MAH,0.00,Black,No
admin,base,Laptops,simple,"3,11",QCNBB001750,2,No,"Catalog, Search",GST0.36,Sony,Core i3,QCNBK-B,"Sony-PCG-61A11W (Core I3 2310M 2.10GHz/2GB/120GB 14"") C9017BD0",15 Days Testing Warranty.,PCG-61A11W,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Sony-PCG-61A11W (Core I3 2310M 2.10GHz/2GB/120GB 14"") C9017BD0",simple,15 Days Testing Warranty.,No,No,10.8V--4000mAh,0.00,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0302,2,No,"Catalog, Search",GST0.36,Acer,,QCNBK-B,"Acer-Aspire 5251 (AMD V120 2.20GHz/3GB/250GB 15.6"") LXPWJ020120234C5FE1601",15 Days Testing Warranty.,Aspire 5251,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Acer-Aspire 5251 (AMD V120 2.20GHz/3GB/250GB 15.6"") LXPWJ020120234C5FE1601",simple,15 Days Testing Warranty.,No,No,10.8v--4400mah,0.00,Black,No
admin,base,Laptops,simple,"3,11",QCNBB001751,2,No,"Catalog, Search",GST0.36,HP,Core i3,QCNBK-B,"HP-Probook 4420S (Core I3 M350 2.27GHz/3GB/320GB 14.1"") CNF026611H",15 Days Testing Warranty.,Probook 4420S,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-Probook 4420S (Core I3 M350 2.27GHz/3GB/320GB 14.1"") CNF026611H",simple,15 Days Testing Warranty.,No,No,10.8V--47WH,0.00,Brown,No
admin,base,Laptops,simple,"3,11",SYGNBQB0303,2,No,"Catalog, Search",GST0.36,Sony,Core i3,QCNBK-B,"Sony-PCG-71211W (Core I3 M380 2.53GHz/3GB/500GB 15.6"") C608QQV6",15 Days Testing Warranty.,PCG-71211W,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Sony-PCG-71211W (Core I3 M380 2.53GHz/3GB/500GB 15.6"") C608QQV6",simple,15 Days Testing Warranty.,No,No,11.1V--3500mAh,0.00,Black,No
admin,base,Laptops,simple,"3,11",QCNBB001752,2,No,"Catalog, Search",GST0.36,Sony,,QCNBK-B,"Sony-PCG-7V2L (Core 2 T5500 1.66GHz/2GB/150GB 15.6"") 28201230-3041371",15 Days Testing Warranty.,PCG-7V2L,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Sony-PCG-7V2L (Core 2 T5500 1.66GHz/2GB/150GB 15.6"") 28201230-3041371",simple,15 Days Testing Warranty.,No,No,11.1V--4800MAH,0.00,Grey,No
admin,base,Laptops,simple,"3,11",SYGNBQB0304,2,No,"Catalog, Search",GST0.36,HP,,QCNBK-B,"HP-Pavilion DV5000 (Intel R Procesor T2300 1.66GHz/2GB/120GB 15"") CND6130L6H",15 Days Testing Warranty.,Pavilion DV5000,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-Pavilion DV5000 (Intel R Procesor T2300 1.66GHz/2GB/120GB 15"") CND6130L6H",simple,15 Days Testing Warranty.,No,No,10.8V--3500MAH,0.00,Silver,No
admin,base,Laptops,simple,"3,11",SYGNBQB0305,2,No,"Catalog, Search",GST0.36,Dell,Core i5,QCNBK-B,"Dell-Insp N5110 (Core I5 2450M 2.50Ghz/6GB/500GB 15.6"") 8RL38R1",15 Days Testing Warranty.,Insp N5110,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp N5110 (Core I5 2450M 2.50Ghz/6GB/500GB 15.6"") 8RL38R1",simple,15 Days Testing Warranty.,No,No,11.1V--4400mAh,0.00,White,No
admin,base,Laptops,simple,"3,11",SYGNBQB0306,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Insp N5010 (Core I3 M330 2.13GHz/2GB/500GB 15.6"") 1B1X5BS",15 Days Testing Warranty.,Insp N5010,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp N5010 (Core I3 M330 2.13GHz/2GB/500GB 15.6"") 1B1X5BS",simple,15 Days Testing Warranty.,No,No,11.1V--4400MAH,0.00,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0307,2,No,"Catalog, Search",GST0.36,Dell,Core i5,QCNBK-B,"Dell-XPS L502X (Core I5 2450M 2.50GHz/4GB/500GB 15.6"") F2FQ7R1",15 Days Testing Warranty.,XPS L502X,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-XPS L502X (Core I5 2450M 2.50GHz/4GB/500GB 15.6"") F2FQ7R1",simple,15 Days Testing Warranty.,No,No,11.1V--56WH,0.00,Grey,No
admin,base,Laptops,simple,"3,11",QCNBB001753,2,No,"Catalog, Search",GST0.36,Asus,,QCNBK-B,"Asus-E200H (ATOM X5-Z8300 1.44GHz/2GB/32GB 11"") G2NLCX03N21408B",15 Days Testing Warranty.,E200H,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Asus-E200H (ATOM X5-Z8300 1.44GHz/2GB/32GB 11"") G2NLCX03N21408B",simple,15 Days Testing Warranty.,No,No,In Build,0.00,White,No
admin,base,Laptops,simple,"3,11",QCNBB001754,2,No,"Catalog, Search",GST0.36,Asus,,QCNBK-B,"Asus-E200H (ATOM X5Z8300 1.44GHz/2GB/32GB 11"") G2NLCX03R99708B",15 Days Testing Warranty.,E200H,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Asus-E200H (ATOM X5Z8300 1.44GHz/2GB/32GB 11"") G2NLCX03R99708B",simple,15 Days Testing Warranty.,No,No,In Build,0.00,Blue,No
admin,base,Laptops,simple,"3,11",QCNBB001755,2,No,"Catalog, Search",GST0.36,Asus,,QCNBK-B,"Asus-X205T (Atom Z3735 F 1.33GHz/2GB/32GB 11"") FBNLCX306247489",15 Days Testing Warranty.,X205T,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Asus-X205T (Atom Z3735 F 1.33GHz/2GB/32GB 11"") FBNLCX306247489",simple,15 Days Testing Warranty.,No,No,In Build,0.00,Blue,No
admin,base,Laptops,simple,"3,11",SYGNBQB0308,2,No,"Catalog, Search",GST0.36,HP,Core i5,QCNBK-B,"HP-15-R008TX (Core I5 4210M 1.70GHz/8GB/1TB 15.6"") CND4327GR9",15 Days Testing Warranty.,15-R008TX,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-15-R008TX (Core I5 4210M 1.70GHz/8GB/1TB 15.6"") CND4327GR9",simple,15 Days Testing Warranty.,No,No,14.8V--2620MSH,0.00,Black,No
admin,base,Laptops,simple,"3,11",QCNBB001756,2,No,"Catalog, Search",GST0.36,HP,Core i5,QCNBK-B,"HP-Pavilion G6 (Core I5 3210M 2.50GHz/4GB/500GB 15.6"") 5CD2302V4C",15 Days Testing Warranty.,Pavilion G6,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-Pavilion G6 (Core I5 3210M 2.50GHz/4GB/500GB 15.6"") 5CD2302V4C",simple,15 Days Testing Warranty.,No,No,10.8V--4400mAh,0.00,Black,No
admin,base,Laptops,simple,"3,11",SYGNBQB0309,2,No,"Catalog, Search",GST0.36,HP,,QCNBK-B,"HP-Presario CQ40 (Core 2 Duo T5800 2.00GHz/2GB/160GB 14"") CND8431R5T",15 Days Testing Warranty.,Presario CQ40,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-Presario CQ40 (Core 2 Duo T5800 2.00GHz/2GB/160GB 14"") CND8431R5T",simple,15 Days Testing Warranty.,No,No,11.1V--4400mAh,0.00,Black,No
