store,websites,attribute_set,type,category_ids,sku,status,is_recurring,visibility,tax_class_id,brands,laptop_processor,product_category_type,name,warrenty,model_no,weights,laptop_remark,weight,description,short_description,imp_desc,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,product_type_id,laptop_warranty_summary,laptop_freebag,laptop_touchscreen,laptop_battery
admin,base,Laptops,simple,"3,11",QCNBB001642,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Studio 1558 -PP39L (Core I3 M350 2.27GHz/4GB/320GB 15.0"")-GLNQ5BS",15 Days Testing Warranty.,Studio 1558 -PP39L,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Studio 1558 -PP39L (Core I3 M350 2.27GHz/4GB/320GB 15.0"")-GLNQ5BS",simple,15 Days Testing Warranty.,No,No,11.1V--49Wh
admin,base,Laptops,simple,"3,11",QCNBB001643,2,No,"Catalog, Search",GST0.36,HP,AMD Turion,QCNBK-B,"HP-Compaq 6510B (AMD Turion 64X2 mobile technology tl 56 1596.1ahz/1GB /80GB 14"")-CNU7332PPC",15 Days Testing Warranty.,Compaq 6510B,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-Compaq 6510B (AMD Turion 64X2 mobile technology tl 56 1596.1ahz/1GB /80GB 14"")-CNU7332PPC",simple,15 Days Testing Warranty.,No,No,10.8V--4800mAh
admin,base,Laptops,simple,"3,11",QCNBB001644,2,No,"Catalog, Search",GST0.36,Dell,AMD Turion,QCNBK-B,"Dell-Insp 1501 (AMD Turion 64x2 1.79GHz/2.50GB/80GB 14"")-558KR1S",15 Days Testing Warranty.,Insp 1501,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp 1501 (AMD Turion 64x2 1.79GHz/2.50GB/80GB 14"")-558KR1S",simple,15 Days Testing Warranty.,No,No,11.1V--53WH
admin,base,Laptops,simple,"3,11",QCNBB001645,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Insp 5050 (Core I3 2330M 2.20GHz/4GB/500GB 14"")-H904MP1",15 Days Testing Warranty.,Insp 5050,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp 5050 (Core I3 2330M 2.20GHz/4GB/500GB 14"")-H904MP1",simple,15 Days Testing Warranty.,No,No,11.1V--48Wh
admin,base,Laptops,simple,"3,11",QCNBB001646,2,No,"Catalog, Search",GST0.36,HP,Core i7,QCNBK-B,"HP-Pavilion 15-p045tx (Core I7 4510U 2.60GHz/8GB/1TB 15.6"")-5CD42229LF",15 Days Testing Warranty.,Pavilion 15-p045tx,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-Pavilion 15-p045tx (Core I7 4510U 2.60GHz/8GB/1TB 15.6"")-5CD42229LF",simple,15 Days Testing Warranty.,No,No,14.8V--2620MAH
admin,base,Laptops,simple,"3,11",QCNBB001647,2,No,"Catalog, Search",GST0.36,HP,Core i3,QCNBK-B,"HP-15-E019TX (Core I3 3110M 2.40GHz/4GB/500GB 15.6"")-5CD3326S0G",15 Days Testing Warranty.,15-E019TX,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-15-E019TX (Core I3 3110M 2.40GHz/4GB/500GB 15.6"")-5CD3326S0G",simple,15 Days Testing Warranty.,No,No,10.8V--47Wh
admin,base,Laptops,simple,"3,11",QCNBB001648,2,No,"Catalog, Search",GST0.36,Lenovo,,QCNBK-B,"Lenovo-G50-45 (AMD A8 6410 R5 Grphics 2.00GHz/8GB/1TB 15.6"")-PF03Y3VK",15 Days Testing Warranty.,G50-45,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-G50-45 (AMD A8 6410 R5 Grphics 2.00GHz/8GB/1TB 15.6"")-PF03Y3VK",simple,15 Days Testing Warranty.,No,No,14.4V--2.05AH
admin,base,Laptops,simple,"3,11",QCNBB001649,2,No,"Catalog, Search",GST0.36,Lenovo,Core i3,QCNBK-B,"Lenovo-G580 (Core I3 3120M 2.50GHz/4GB/320GB 15.6"")-WB11164686",15 Days Testing Warranty.,G580,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-G580 (Core I3 3120M 2.50GHz/4GB/320GB 15.6"")-WB11164686",simple,15 Days Testing Warranty.,No,No,10.8V--4400mAh
admin,base,Laptops,simple,"3,11",QCNBB001650,2,No,"Catalog, Search",GST0.36,HP,Core i3,QCNBK-B,"HP-Probook 4530s (Core I3 2310M 2.10GHz/4GB/320GB 15.6"")-CNU1162YHD",15 Days Testing Warranty.,Probook 4530s,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-Probook 4530s (Core I3 2310M 2.10GHz/4GB/320GB 15.6"")-CNU1162YHD",simple,15 Days Testing Warranty.,No,No,10.8V--47WH
admin,base,Laptops,simple,"3,11",QCNBB001651,2,No,"Catalog, Search",GST0.36,HP,Core i3,QCNBK-B,"HP-G42-488TU (Core I3 M370GHz/2GB/500GB 14"")-CNF1126TVZ",15 Days Testing Warranty.,G42-488TU,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-G42-488TU (Core I3 M370GHz/2GB/500GB 14"")-CNF1126TVZ",simple,15 Days Testing Warranty.,No,No,10.8V--4910MAH
admin,base,Laptops,simple,"3,11",QCNBB001652,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Insp N4010 (Core I3 M370 2.40GHz/1GB/320GB 15.6"")-BRBP6BS",15 Days Testing Warranty.,Insp N4010,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp N4010 (Core I3 M370 2.40GHz/1GB/320GB 15.6"")-BRBP6BS",simple,15 Days Testing Warranty.,No,No,11.1V--48Wh
admin,base,Laptops,simple,"3,11",QCNBB001653,2,No,"Catalog, Search",GST0.36,Sony,Core i3,QCNBK-B,"Sony-PCG-61212W (Core I3 M350 2.27GHz/2GB/500GB 14.0"")-C6058BKM",15 Days Testing Warranty.,PCG-61212W,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Sony-PCG-61212W (Core I3 M350 2.27GHz/2GB/500GB 14.0"")-C6058BKM",simple,15 Days Testing Warranty.,No,No,11.1V--3500MAH
admin,base,Laptops,simple,"3,11",QCNBB001654,2,No,"Catalog, Search",GST0.36,Lenovo,Core i3,QCNBK-B,"Lenovo-G570 (Core I3 2310M 2.10GHz/3GB/500GB 15.6"")-CB08955554",15 Days Testing Warranty.,G570,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-G570 (Core I3 2310M 2.10GHz/3GB/500GB 15.6"")-CB08955554",simple,15 Days Testing Warranty.,No,No,10.8V--4400mAh
admin,base,Laptops,simple,"3,11",QCNBB001655,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Insp N4030 (Core I3 M 370 2.40GHz/2GB/320GB 14"")-FZXC6N1",15 Days Testing Warranty.,Insp N4030,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp N4030 (Core I3 M 370 2.40GHz/2GB/320GB 14"")-FZXC6N1",simple,15 Days Testing Warranty.,No,No,11.1V--49Wh
admin,base,Laptops,simple,"3,11",QCNBB001656,2,No,"Catalog, Search",GST0.36,HP,Core i3,QCNBK-B,"HP-G62 (Core I3 M350 2.27GHz/3GB/320GB 15.6"")-CNF04925C9",15 Days Testing Warranty.,G62,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-G62 (Core I3 M350 2.27GHz/3GB/320GB 15.6"")-CNF04925C9",simple,15 Days Testing Warranty.,No,No,10.8V--4400mAh
admin,base,Laptops,simple,"3,11",QCNBB001657,2,No,"Catalog, Search",GST0.36,HP,Core i3,QCNBK-B,"HP-G6-1200TU (Core I3 2330M 2.20GHz/2GB/500GB 15.6"")-5CD1332WZG",15 Days Testing Warranty.,G6-1200TU,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-G6-1200TU (Core I3 2330M 2.20GHz/2GB/500GB 15.6"")-5CD1332WZG",simple,15 Days Testing Warranty.,No,No,10.8V--4200mAh
admin,base,Laptops,simple,"3,11",QCNBB001658,2,No,"Catalog, Search",GST0.36,HP,Core i3,QCNBK-B,"HP-2000-2110TU (Core I3 2370M 2.40GHz/2GB/500GB 15.6"")-5CB21801R0",15 Days Testing Warranty.,2000-2110TU,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-2000-2110TU (Core I3 2370M 2.40GHz/2GB/500GB 15.6"")-5CB21801R0",simple,15 Days Testing Warranty.,No,No,10.8V--4200mAh
admin,base,Laptops,simple,"3,11",QCNBB001659,2,No,"Catalog, Search",GST0.36,Lenovo,Core i3,QCNBK-B,"Lenovo-G570 (Core I3 2330M 2.20GHz/4GB/320GB 15.6"")-CB11123435",15 Days Testing Warranty.,G570,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-G570 (Core I3 2330M 2.20GHz/4GB/320GB 15.6"")-CB11123435",simple,15 Days Testing Warranty.,No,No,10.8V--48Wh
admin,base,Laptops,simple,"3,11",QCNBB001660,2,No,"Catalog, Search",GST0.36,HP,Core i3,QCNBK-B,"HP-Pavilion DV6 (Core I3 M370 2.40GHz/4GB/500GB 15.6"")-CNF111CC6Y",15 Days Testing Warranty.,Pavilion DV6,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-Pavilion DV6 (Core I3 M370 2.40GHz/4GB/500GB 15.6"")-CNF111CC6Y",simple,15 Days Testing Warranty.,No,No,10.8V--4800mAh
admin,base,Laptops,simple,"3,11",QCNBB001661,2,No,"Catalog, Search",GST0.36,Asus,Core i3,QCNBK-B,"Asus-X54C (Core I3 2330M 2.20GHz/2GB/500GB 15.6"")-C8N0AS176859335",15 Days Testing Warranty.,X54C,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Asus-X54C (Core I3 2330M 2.20GHz/2GB/500GB 15.6"")-C8N0AS176859335",simple,15 Days Testing Warranty.,No,No,10.8V--4400mAh
admin,base,Laptops,simple,"3,11",QCNBB001662,2,No,"Catalog, Search",GST0.36,HP,Core i3,QCNBK-B,"HP-Pavilion G6 (Core I3 3110M 2.40GHz/4GB/500GB 15.6"")-5CD25078N1",15 Days Testing Warranty.,Pavilion G6,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-Pavilion G6 (Core I3 3110M 2.40GHz/4GB/500GB 15.6"")-5CD25078N1",simple,15 Days Testing Warranty.,No,No,10.8V--47WH
admin,base,Laptops,simple,"3,11",QCNBB001663,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-INSPIRON N4030 (Core I3 M370 2.40GHz/4GB/320GB 14.0"")-5VRC7N1",15 Days Testing Warranty.,INSPIRON N4030,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-INSPIRON N4030 (Core I3 M370 2.40GHz/4GB/320GB 14.0"")-5VRC7N1",simple,15 Days Testing Warranty.,No,No,11.1V--48Wh
admin,base,Laptops,simple,"3,11",QCNBB001664,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Insp N4030 (Core I3 M380 2.53GHz/4GB/500GB 14"")-4NJRKP1",15 Days Testing Warranty.,Insp N4030,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp N4030 (Core I3 M380 2.53GHz/4GB/500GB 14"")-4NJRKP1",simple,15 Days Testing Warranty.,No,No,11.1V--48wh
admin,base,Laptops,simple,"3,11",QCNBB001665,2,No,"Catalog, Search",GST0.36,HP,Core i3,QCNBK-B,"HP-Pavilion DV6 (Core I3 2310M 2.10GHz/2GB /500GB 15.6"")-5CH1210A0R",15 Days Testing Warranty.,Pavilion DV6,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"HP-Pavilion DV6 (Core I3 2310M 2.10GHz/2GB /500GB 15.6"")-5CH1210A0R",simple,15 Days Testing Warranty.,No,No,10.8V--4910MAH
admin,base,Laptops,simple,"3,11",QCNBB001666,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Insp 15-3521 (Core I3 3217U 1.80GHz/4GB/500GB 15.6"")-CT4T1X1",15 Days Testing Warranty.,Insp 15-3521,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp 15-3521 (Core I3 3217U 1.80GHz/4GB/500GB 15.6"")-CT4T1X1",simple,15 Days Testing Warranty.,No,No,11.1V--65WH
admin,base,Laptops,simple,"3,11",QCNBB001667,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-N5010 (Core I3 M380 2.53GHz/4GB/500GB 15.6"")-17F68BS",15 Days Testing Warranty.,N5010,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-N5010 (Core I3 M380 2.53GHz/4GB/500GB 15.6"")-17F68BS",simple,15 Days Testing Warranty.,No,No,11.1V--48WH
admin,base,Laptops,simple,"3,11",QCNBB001668,2,No,"Catalog, Search",GST0.36,Lenovo,Core i3,QCNBK-B,"Lenovo-G50 (Core I3 4030U 1.90GHz/4GB/500GB 15.6"")-YB10139363",15 Days Testing Warranty.,G50,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-G50 (Core I3 4030U 1.90GHz/4GB/500GB 15.6"")-YB10139363",simple,15 Days Testing Warranty.,No,No,14.8V--2800MAH
admin,base,Laptops,simple,"3,11",QCNBB001669,2,No,"Catalog, Search",GST0.36,Lenovo,Core i3,QCNBK-B,"Lenovo-Z570 (Core I3 2310M 2.10GHz/4GB/640GB 15.6"")-WB01793387",15 Days Testing Warranty.,Z570,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-Z570 (Core I3 2310M 2.10GHz/4GB/640GB 15.6"")-WB01793387",simple,15 Days Testing Warranty.,No,No,10.8V--4000mAh
admin,base,Laptops,simple,"3,11",QCNBB001670,2,No,"Catalog, Search",GST0.36,Lenovo,Core i3,QCNBK-B,"Lenovo-B570 (Core I3 2350M 2.30GHz/4GB/500GB 15.6"")-WB05305476",15 Days Testing Warranty.,B570,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-B570 (Core I3 2350M 2.30GHz/4GB/500GB 15.6"")-WB05305476",simple,15 Days Testing Warranty.,No,No,10.8V--4400mAh
admin,base,Laptops,simple,"3,11",QCNBB001671,2,No,"Catalog, Search",GST0.36,Lenovo,Core i3,QCNBK-B,"Lenovo-Ideapad Y560 (Core I3 Q740 1.73GHz/2GB/160GB 14.1"")-CB02291974",15 Days Testing Warranty.,Ideapad Y560,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-Ideapad Y560 (Core I3 Q740 1.73GHz/2GB/160GB 14.1"")-CB02291974",simple,15 Days Testing Warranty.,No,No,10.8V--48WH
admin,base,Laptops,simple,"3,11",QCNBB001672,2,No,"Catalog, Search",GST0.36,Lenovo,Core i3,QCNBK-B,"Lenovo-G460 (Core I3 M370 2.40GHz/4GB/500GB 14.0"")-CBQ3868468",15 Days Testing Warranty.,G460,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-G460 (Core I3 M370 2.40GHz/4GB/500GB 14.0"")-CBQ3868468",simple,15 Days Testing Warranty.,No,No,11.1V--4400MAh
admin,base,Laptops,simple,"3,11",QCNBB001673,2,No,"Catalog, Search",GST0.36,Toshiba,Core i3,QCNBK-B,"Toshiba-Satellite C640 (Core I3 2310M 2.10GHz/4GB/500GB 14"")-7B070788Q",15 Days Testing Warranty.,Satellite C640,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Toshiba-Satellite C640 (Core I3 2310M 2.10GHz/4GB/500GB 14"")-7B070788Q",simple,15 Days Testing Warranty.,No,No,10.8V--4400mAh
admin,base,Laptops,simple,"3,11",QCNBB001674,2,No,"Catalog, Search",GST0.36,Lenovo,Core i3,QCNBK-B,"Lenovo-G460 (Core I3 M330 2.13GHz/4GB/320GB 14"")-CBQ1872168",15 Days Testing Warranty.,G460,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-G460 (Core I3 M330 2.13GHz/4GB/320GB 14"")-CBQ1872168",simple,15 Days Testing Warranty.,No,No,11.1V--4400MAh
admin,base,Laptops,simple,"3,11",QCNBB001675,2,No,"Catalog, Search",GST0.36,Toshiba,Core i3,QCNBK-B,"Toshiba-Satellite L640 (Core I3 M350 2.27GHz/2GB/320GB 14.0"")-7A064098W",15 Days Testing Warranty.,Satellite L640,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Toshiba-Satellite L640 (Core I3 M350 2.27GHz/2GB/320GB 14.0"")-7A064098W",simple,15 Days Testing Warranty.,No,No,10.8V--4400mAh
admin,base,Laptops,simple,"3,11",QCNBB001676,2,No,"Catalog, Search",GST0.36,Lenovo,,QCNBK-B,"Lenovo-G585 (AMD E-300 APU 1.30GHz/4GB/500GB 15.6"")-CB22514828",15 Days Testing Warranty.,G585,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-G585 (AMD E-300 APU 1.30GHz/4GB/500GB 15.6"")-CB22514828",simple,15 Days Testing Warranty.,No,No,10.8V--48Wh/4400mAh
admin,base,Laptops,simple,"3,11",QCNBB001677,2,No,"Catalog, Search",GST0.36,Lenovo,,QCNBK-B,"Lenovo-G585 (AMD E-300 APU 1.30GHz/2GB/500GB 15.6"")-CB22287428",15 Days Testing Warranty.,G585,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-G585 (AMD E-300 APU 1.30GHz/2GB/500GB 15.6"")-CB22287428",simple,15 Days Testing Warranty.,No,No,10.8V--48Wh/4400mAh
admin,base,Laptops,simple,"3,11",QCNBB001678,2,No,"Catalog, Search",GST0.36,Dell,Core i3,QCNBK-B,"Dell-Insp N5010 (Core I3 M370 2.4GHz/3GB/320GB 15"")-DKJP7BS",15 Days Testing Warranty.,Insp N5010,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Dell-Insp N5010 (Core I3 M370 2.4GHz/3GB/320GB 15"")-DKJP7BS",simple,15 Days Testing Warranty.,No,No,11.1V--48wh
admin,base,Laptops,simple,"3,11",QCNBB001679,2,No,"Catalog, Search",GST0.36,Lenovo,,QCNBK-B,"Lenovo-Z560 (Pentium 2.13GHz/3GB/500GB 15.6"")-CBQ4407876",15 Days Testing Warranty.,Z560,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by minimum 15 days of Testing Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,"Lenovo-Z560 (Pentium 2.13GHz/3GB/500GB 15.6"")-CBQ4407876",simple,15 Days Testing Warranty.,No,No,10.8V--48WH
